program_id,category,location,date_aired,speaker_name,speaker_party,speaker_state,speaker_office,syntactic_category,determiner,data_point,full_sentence
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,this,republican,this_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,The_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
305201-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 29 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
203655-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jan 16 00:00:00 2008,"Steven ""Steve"" King",R,Iowa,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
203655-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jan 16 00:00:00 2008,"Steven ""Steve"" King",R,Iowa,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,republican,The_DT Republican_JJ
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,this,democrat,this_DT Democrat_NNP
202182-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  8 00:00:00 2007,Phil English,R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201343-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct  4 00:00:00 2007,Phil MD Gingrey,R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201343-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct  4 00:00:00 2007,Phil MD Gingrey,R,Georgia,U.S. Representative,DT,a,republican,a_DT Republican_JJ
201343-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct  4 00:00:00 2007,Phil MD Gingrey,R,Georgia,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201343-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct  4 00:00:00 2007,Phil MD Gingrey,R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201343-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct  4 00:00:00 2007,Phil MD Gingrey,R,Georgia,U.S. Representative,DT,this,republican,this_DT Republican_JJ
201423-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 10 00:00:00 2007,Michael Burgess,R,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201423-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 10 00:00:00 2007,Michael Burgess,R,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201551-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 16 00:00:00 2007,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,that,republicans,that_DT Republicans_NNPS
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201593-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 18 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_JJ
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201939-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 31 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,every,republican,every_DT Republican_JJ
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,this,democrat,this_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,this,democrat,this_DT Democrat_NNP
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,a,republican,a_DT Republican_JJ
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
201034-2,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 18 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,a,republican,a_DT Republican_JJ
306359-1,House Proceeding,"Washington, District of Columbia, United States",Fri Jun  1 00:00:00 2012,"Louis ""Louie"" B. Jr. Gohmert",R,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
201051-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 19 00:00:00 2007,"Steven ""Steve"" King",R,Iowa,U.S. Representative,DT,both,democrats,both_DT Democrats_NNPS
200301-1,House Proceeding,"Washington, District of Columbia, United States",Sat Aug  4 00:00:00 2007,Joe Barton,R,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
200301-1,House Proceeding,"Washington, District of Columbia, United States",Sat Aug  4 00:00:00 2007,Joe Barton,R,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
200301-1,House Proceeding,"Washington, District of Columbia, United States",Sat Aug  4 00:00:00 2007,Joe Barton,R,Texas,U.S. Representative,DT,the,republican,the_DT Republican_NNP
200301-1,House Proceeding,"Washington, District of Columbia, United States",Sat Aug  4 00:00:00 2007,Joe Barton,R,Texas,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
200818-1,House Proceeding,"Washington, District of Columbia, United States",Thu Sep  6 00:00:00 2007,Dana Rohrabacher,R,California,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,a,republican,a_DT Republican_JJ
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,a,republican,a_DT Republican_JJ
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,a,republican,a_DT Republican_JJ
200817-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep  5 00:00:00 2007,"Timothy ""Tim"" Walz",D,Minnesota,U.S. Representative,DT,a,republican,a_DT Republican_JJ
199467-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 28 00:00:00 2007,Jose Serrano,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
199467-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 28 00:00:00 2007,Jose Serrano,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
199467-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 28 00:00:00 2007,Jose Serrano,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
199467-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 28 00:00:00 2007,Jose Serrano,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
199938-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 17 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,every,republican,every_DT Republican_NNP
199938-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 17 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,every,republican,every_DT Republican_NNP
198776-2,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 14 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
199120-1,House Proceeding,"Washington, District of Columbia, United States",Fri Jun 15 00:00:00 2007,"Thomas ""Chet"" Chester Edwards",D,Texas,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
199120-1,House Proceeding,"Washington, District of Columbia, United States",Fri Jun 15 00:00:00 2007,"Thomas ""Chet"" Chester Edwards",D,Texas,U.S. Representative,DT,that,republicans,that_DT Republicans_NNS
199120-1,House Proceeding,"Washington, District of Columbia, United States",Fri Jun 15 00:00:00 2007,"Thomas ""Chet"" Chester Edwards",D,Texas,U.S. Representative,DT,a,republican,a_DT Republican_JJ
199120-1,House Proceeding,"Washington, District of Columbia, United States",Fri Jun 15 00:00:00 2007,"Thomas ""Chet"" Chester Edwards",D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
306387-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jun  5 00:00:00 2012,"Gerald ""Gerry"" E. Connolly",D,Virginia,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
199491-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 10 00:00:00 2007,John P. Sarbanes,D,Maryland,U.S. Representative,DT,the,republican,the_DT Republican_JJ
199963-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jul 18 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_JJ
199963-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jul 18 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,another,republican,another_DT Republican_JJ
199963-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jul 18 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
199963-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jul 18 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,those,republican,those_DT Republican_JJ
199439-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 27 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_JJ
199439-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 27 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_JJ
200040-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 23 00:00:00 2007,John W. Olver,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
201181-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 26 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
201181-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 26 00:00:00 2007,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_NNP
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_NNP
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_NNP
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_NNP
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
200223-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 31 00:00:00 2007,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200086-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 24 00:00:00 2007,John W. Olver,D,Massachusetts,U.S. Representative,DT,a,republican,a_DT Republican_JJ
200086-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 24 00:00:00 2007,John W. Olver,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200266-1,House Proceeding,"Washington, District of Columbia, United States",Thu Aug  2 00:00:00 2007,David Dreier,R,California,U.S. Representative,DT,the,republican,the_DT Republican_JJ
200266-1,House Proceeding,"Washington, District of Columbia, United States",Thu Aug  2 00:00:00 2007,David Dreier,R,California,U.S. Representative,DT,both,democrats,both_DT Democrats_NNPS
200266-1,House Proceeding,"Washington, District of Columbia, United States",Thu Aug  2 00:00:00 2007,David Dreier,R,California,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
200266-1,House Proceeding,"Washington, District of Columbia, United States",Thu Aug  2 00:00:00 2007,David Dreier,R,California,U.S. Representative,DT,the,republican,the_DT Republican_JJ
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
199222-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 20 00:00:00 2007,"Thomas ""Tom"" Price",R,Georgia,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
199256-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 21 00:00:00 2007,Nita Lowey,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
198608-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 13 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
198608-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 13 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
198608-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 13 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
198608-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 13 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
198608-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 13 00:00:00 2007,Kendrick Meek,D,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
